Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
12/07/2018,7880,8175,8175,7880,64.00K,-3.61%
11/07/2018,8175,8175,8175,7978,472.10K,-2.35%
10/07/2018,8372,8077,8372,7978,69.10K,-1.16%
09/07/2018,8470,8372,8470,8372,20.50K,1.17%
06/07/2018,8372,8175,8372,8175,90.00K,0.00%
05/07/2018,8372,8766,8963,7781,200.30K,-6.59%
04/07/2018,8963,8273,9357,8273,139.40K,4.60%
03/07/2018,8569,7781,8569,7781,32.30K,-1.13%
02/07/2018,8667,8766,8766,8667,30.20K,-1.13%
29/06/2018,8766,8963,8963,8667,64.40K,-1.11%
28/06/2018,8864,8963,9061,8569,59.60K,-1.10%
27/06/2018,8963,8175,9061,8175,295.20K,9.64%
26/06/2018,8175,7781,8175,7683,47.80K,2.47%
25/06/2018,7978,7880,7978,7683,231.70K,3.84%
22/06/2018,7683,7584,7978,7486,247.20K,-2.50%
21/06/2018,7880,7880,7880,7486,141.30K,0.00%
20/06/2018,7880,7190,7978,7190,161.40K,15.95%
19/06/2018,6796,7683,7683,6599,166.50K,-13.76%
18/06/2018,7880,7880,7880,7092,106.10K,0.00%
15/06/2018,7880,7978,7978,7880,95.30K,0.00%
14/06/2018,7880,8175,8175,7486,182.10K,-4.75%
13/06/2018,8273,8175,8273,8175,33.70K,1.20%
12/06/2018,8175,8273,8273,8077,112.60K,-1.18%
11/06/2018,8273,8273,8372,8273,60.40K,0.00%
08/06/2018,8273,8372,8372,8175,136.90K,-4.55%
07/06/2018,8667,8273,8667,8273,144.80K,4.76%
06/06/2018,8273,8372,8372,8273,187.80K,0.00%
05/06/2018,8273,8667,8667,8273,201.90K,-4.55%
04/06/2018,8667,8667,8864,8569,52.90K,0.00%
01/06/2018,8667,8667,8766,8569,48.20K,-1.13%
31/05/2018,8766,8569,8766,8569,70.80K,4.71%
30/05/2018,8372,8667,8667,8372,204.20K,-4.49%
29/05/2018,8766,8667,8963,8667,48.10K,0.00%
28/05/2018,8766,9258,9357,8667,194.50K,-5.31%
25/05/2018,9258,9455,9554,9258,33.00K,-2.08%
24/05/2018,9455,9455,9554,9357,42.70K,1.05%
23/05/2018,9357,9652,9652,9357,87.70K,-3.06%
22/05/2018,9652,9849,9849,9652,212.20K,-1.02%
21/05/2018,9751,9751,9849,9751,144.40K,-1.00%
18/05/2018,9849,9849,9849,9751,67.10K,2.04%
17/05/2018,9652,9751,9849,9652,73.10K,0.00%
16/05/2018,9652,9652,9652,9652,39.00K,-2.00%
15/05/2018,9849,9751,9849,9554,111.10K,1.01%
14/05/2018,9751,9751,9751,9455,122.00K,0.00%
11/05/2018,9751,9849,9849,9652,155.80K,-1.00%
10/05/2018,9849,9751,10046,9652,122.50K,-1.00%
09/05/2018,9948,9849,9948,9751,166.30K,1.01%
08/05/2018,9849,9849,10145,9751,98.30K,-1.00%
07/05/2018,9948,10145,10243,9849,130.90K,-1.94%
04/05/2018,10145,9849,10243,9849,5.50K,-1.90%
03/05/2018,10342,10539,10539,9849,56.20K,5.01%
02/05/2018,9849,9849,9849,9849,59.20K,-1.00%
27/04/2018,9948,10046,10145,9849,82.20K,1.01%
26/04/2018,9849,10046,10145,9849,102.60K,-2.92%
24/04/2018,10145,9849,10243,9849,21.10K,-2.83%
23/04/2018,10440,10440,10440,10046,211.50K,-0.94%
19/04/2018,10539,10440,10539,10243,165.40K,0.00%
18/04/2018,10539,10637,10736,10440,83.80K,-0.92%
17/04/2018,10637,10243,10637,10243,159.80K,2.85%
16/04/2018,10342,10440,10539,10342,102.60K,-0.94%
13/04/2018,10440,10834,10834,10440,81.10K,-2.76%
12/04/2018,10736,10440,10736,10243,192.40K,2.84%
11/04/2018,10440,10637,11031,10243,332.30K,-4.51%
10/04/2018,10933,10440,11031,10342,102.00K,2.78%
09/04/2018,10637,10637,10637,10440,78.20K,-2.71%
06/04/2018,10933,11622,11622,10834,165.60K,-1.77%
05/04/2018,11130,12016,12213,11031,166.20K,-5.83%
04/04/2018,11819,12607,12607,11819,216.10K,-4.76%
03/04/2018,12410,12706,12804,12312,421.30K,-2.33%
02/04/2018,12706,12312,12804,12312,348.00K,4.88%
30/03/2018,12115,12213,12804,11130,540.80K,3.36%
29/03/2018,11721,11524,12115,11228,587.20K,3.48%
28/03/2018,11327,10736,11622,10637,139.80K,5.50%
27/03/2018,10736,10637,10834,10342,52.20K,5.83%
26/03/2018,10145,10046,10342,10046,267.80K,-1.90%
23/03/2018,10342,10440,10440,9849,111.80K,-3.67%
22/03/2018,10736,10834,11130,10046,260.80K,0.00%
